Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,66,78,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,free/reduced,67,78,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,68,67,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,standard,79,88,94
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,66,83,83
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,some high school,standard,92,100,97
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,55,72,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,74,75,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,63,80,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,bachelor's degree,free/reduced,92,100,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,master's degree,free/reduced,61,71,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,high school,free/reduced,50,66,64
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some college,free/reduced,48,56,58
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,standard,73,75,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,92,100,99
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,56,79,72
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,44,51,55
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,bachelor's degree,standard,66,74,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,free/reduced,67,80,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,80,92,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,74,88,90
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,high school,standard,74,79,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,bachelor's degree,standard,65,81,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,69,79,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,high school,standard,68,80,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,85,86,98
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,associate's degree,standard,65,70,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,free/reduced,50,60,60
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,free/reduced,63,73,71
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,65,84,84
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,standard,69,77,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some college,standard,50,64,66
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,standard,73,78,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,70,82,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,free/reduced,29,40,44
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,master's degree,standard,94,99,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,66,74,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,75,82,90
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,standard,57,78,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,bachelor's degree,standard,79,81,82
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,free/reduced,59,63,64
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,42,61,58
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some high school,standard,80,85,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,standard,60,70,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,free/reduced,76,94,87
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,96,96,99
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,free/reduced,74,90,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,standard,65,75,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,free/reduced,68,77,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,87,89,94
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some college,free/reduced,53,66,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,59,73,72
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,77,90,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,52,59,65
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,high school,standard,58,75,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,free/reduced,52,67,72
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,some college,standard,72,79,82
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,free/reduced,76,85,82
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,52,59,62
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,standard,32,51,44
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,free/reduced,57,68,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,master's degree,standard,54,64,67
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,some high school,standard,85,90,92
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,56,68,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,free/reduced,69,86,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,74,86,89
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,standard,77,82,89
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,high school,standard,60,64,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,high school,standard,75,82,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,free/reduced,23,44,36
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,free/reduced,40,65,64
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,71,71,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,70,72,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,bachelor's degree,standard,71,70,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,62,76,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,standard,93,100,95
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,standard,86,85,91
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,free/reduced,63,78,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,65,78,82
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,high school,free/reduced,34,48,41
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,bachelor's degree,free/reduced,93,100,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,79,84,91
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,52,61,66
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,47,62,66
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,57,77,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,free/reduced,65,61,71
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,high school,free/reduced,57,75,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,75,77,83
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,free/reduced,65,76,75
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,high school,free/reduced,53,50,60
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,64,82,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,some college,standard,78,87,91
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,67,86,83
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,standard,65,82,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,master's degree,standard,88,99,95
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,high school,free/reduced,59,71,65
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,68,78,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,standard,72,72,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,master's degree,standard,90,95,93
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,71,83,78
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,free/reduced,38,60,50
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,65,81,73
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,master's degree,standard,50,53,58
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,standard,69,75,78
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,free/reduced,18,32,28
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,54,58,61
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,standard,69,73,73
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,67,69,75
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,62,70,75
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,69,74,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,standard,63,65,61
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,master's degree,free/reduced,56,72,65
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,standard,74,81,83
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,free/reduced,50,64,59
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,58,73,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,53,58,65
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,associate's degree,free/reduced,50,56,54
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,66,71,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,33,41,43
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,free/reduced,0,17,10
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,69,80,71
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,59,58,59
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,60,72,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,39,64,57
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,associate's degree,free/reduced,41,51,48
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,master's degree,standard,62,68,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,47,49,50
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,73,80,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,76,83,88
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,standard,71,71,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some college,standard,58,70,67
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,73,86,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,65,72,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,standard,79,86,92
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,free/reduced,58,67,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,standard,65,67,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,standard,85,91,89
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,58,67,72
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,87,100,100
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,free/reduced,52,76,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,70,64,72
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,51,58,54
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,free/reduced,75,85,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,standard,78,82,79
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,51,63,61
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,55,69,65
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,87,95,86
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,bachelor's degree,standard,51,49,51
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,59,66,67
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,76,72,71
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,59,62,64
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,22,39,33
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,master's degree,standard,81,92,91
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,79,86,81
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,63,67,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,46,64,66
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,high school,standard,50,50,47
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,standard,65,69,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,77,88,87
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,associate's degree,standard,66,65,69
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,62,64,66
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,free/reduced,45,53,55
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,free/reduced,78,79,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,free/reduced,65,81,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,57,69,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,free/reduced,74,81,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,free/reduced,58,61,66
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,42,62,60
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,34,42,39
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,free/reduced,55,65,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,master's degree,free/reduced,45,56,54
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,72,72,71
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,standard,67,86,83
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,bachelor's degree,standard,80,83,83
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,standard,56,52,55
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,65,64,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,free/reduced,71,83,83
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some college,standard,62,73,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,64,73,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,standard,70,75,78
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,free/reduced,44,50,51
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,high school,standard,99,93,90
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,63,75,81
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,standard,69,72,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some college,free/reduced,71,76,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,47,53,58
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,65,70,71
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,free/reduced,65,86,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,free/reduced,73,79,84
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,37,46,46
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,67,89,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,bachelor's degree,standard,65,73,75
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,free/reduced,53,71,67
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,free/reduced,49,57,52
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,73,76,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,56,65,63
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,high school,standard,75,86,79
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,71,81,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,free/reduced,43,53,53
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,41,46,43
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,82,90,94
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,41,55,51
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,83,93,95
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some college,free/reduced,61,68,66
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,free/reduced,24,38,27
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,61,73,63
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,72,80,75
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,standard,52,65,69
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,46,58,57
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,59,71,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,bachelor's degree,standard,61,72,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,80,90,89
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,58,62,59
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,52,58,58
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,free/reduced,27,34,32
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some high school,free/reduced,44,64,58
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,73,84,85
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,standard,59,70,73
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,80,90,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some high school,standard,71,83,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,80,86,83
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some high school,free/reduced,38,49,45
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some high school,free/reduced,38,43,43
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some college,standard,67,76,75
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,bachelor's degree,standard,64,73,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,57,78,67
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,standard,62,64,64
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,77,68,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,free/reduced,50,67,63
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,85,89,95
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some college,free/reduced,49,65,55
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,54,59,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,standard,63,73,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,82,80,77
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,62,67,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,61,72,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some high school,free/reduced,47,59,50
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,standard,78,81,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,some high school,free/reduced,59,73,69
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,73,83,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some college,standard,100,92,97
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,65,77,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,53,61,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,standard,79,89,89
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,bachelor's degree,standard,100,100,100
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some college,standard,71,70,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,77,90,91
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,84,87,91
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,26,31,38
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,standard,63,69,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,59,67,61
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,55,64,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,52,59,56
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,49,52,54
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,60,75,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group A,associate's degree,free/reduced,65,85,76
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,64,64,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,83,83,90
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,81,88,90
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,54,64,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,54,48,52
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,66,69,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,74,79,82
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,free/reduced,40,59,54
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,some high school,standard,82,82,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,bachelor's degree,standard,86,92,87
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,74,89,84
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,91,86,84
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,36,53,43
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,free/reduced,29,41,47
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,62,74,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some high school,standard,47,54,53
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,high school,standard,51,66,62
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,associate's degree,standard,81,77,79
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,associate's degree,standard,82,95,89
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,64,63,66
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,high school,free/reduced,62,67,64
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,standard,40,48,50
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,free/reduced,32,39,33
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,associate's degree,free/reduced,53,70,70
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,63,74,74
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group C,some college,standard,53,62,56
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,high school,standard,74,81,71
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group B,high school,standard,81,91,89
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,master's degree,standard,53,61,68
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some high school,standard,81,97,96
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group E,some high school,standard,77,79,80
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,bachelor's degree,free/reduced,63,73,78
,female,0.0,0.0,,,,none,,,,,,,0.0,0.0,group D,some college,standard,69,77,77
