Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score,school,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,13,14,GP,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,3,4,1,1,4,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,10,10,GP,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,15,15,GP,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,no,yes,yes,no,3,3,3,1,1,4,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,8,9,10,GP,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,no,yes,4,3,5,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,14,14,GP,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,3,4,1,2,1,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,9,8,GP,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,5,3,5,1,1,3,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,7,5,GP,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,17,17,GP,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,13,14,GP,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,5,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,6,6,GP,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,yes,yes,yes,yes,no,4,3,5,1,1,2,26
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,18,18,GP,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,yes,yes,no,no,4,3,3,1,1,4,10
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,8,8,GP,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,yes,yes,yes,yes,no,5,1,2,1,1,3,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,18,18,GP,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,13,13,GP,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,15,16,GP,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,18,19,19,GP,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,5,3,1,1,4,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,10,10,GP,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1,yes,yes,no,yes,yes,yes,no,4,1,2,1,1,2,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,13,13,GP,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,no,3,1,2,1,1,5,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,18,19,19,GP,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,9,9,GP,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,4,2,1,1,5,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,15,15,16,GP,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,5,4,4,1,2,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,13,14,GP,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,no,no,4,4,3,1,1,2,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,14,13,GP,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,no,5,4,2,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,7,8,GP,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,no,5,2,4,1,4,5,20
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,13,13,GP,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,16,15,15,GP,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,14,15,GP,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,13,GP,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,14,11,13,GP,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,3,4,4,1,4,5,18
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,8,7,8,GP,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,5,4,4,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,13,13,12,GP,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,yes,yes,yes,no,5,5,5,3,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,10,11,GP,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,5,3,2,1,1,1,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,8,9,GP,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,3,4,2,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,4,0,GP,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,no,3,3,3,1,2,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,18,18,18,GP,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,0,0,GP,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,8,0,0,GP,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,13,12,GP,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,3,4,4,1,3,5,12
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,11,11,GP,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,9,0,0,GP,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,yes,yes,no,yes,5,3,3,1,1,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,0,0,GP,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,0,0,GP,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,4,0,0,GP,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,no,yes,yes,yes,4,3,2,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,12,12,GP,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,16,15,GP,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,3,2,1,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,9,0,GP,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,yes,yes,yes,no,2,2,2,1,1,3,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,9,9,GP,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,no,2,3,3,2,2,2,8
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,11,11,GP,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,14,13,GP,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,5,0,0,GP,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,yes,yes,yes,no,5,4,5,1,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,8,11,11,GP,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,no,4,4,2,1,2,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,6,7,0,GP,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,yes,yes,yes,no,3,3,2,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,11,11,GP,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,2,1,1,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,7,6,0,GP,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,3,3,2,2,1,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,8,9,10,GP,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,6,5,0,GP,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,14,GP,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,no,yes,4,4,4,3,5,5,6
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,10,10,GP,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,5,0,0,GP,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,yes,no,yes,yes,4,5,4,1,1,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,11,11,12,GP,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,yes,yes,no,yes,4,2,1,1,1,4,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,11,8,8,GP,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,16,12,13,GP,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,8,10,GP,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,no,yes,no,no,5,2,5,1,5,4,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,17,15,15,GP,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,yes,no,no,4,2,2,1,2,3,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,12,12,GP,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,yes,yes,yes,yes,4,5,5,4,4,5,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,6,0,GP,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,no,yes,yes,3,3,2,2,2,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,5,9,7,GP,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,yes,yes,yes,yes,4,4,4,1,4,3,6
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,7,0,0,GP,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,no,no,4,4,4,2,4,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,10,10,GP,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,5,8,7,GP,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,no,no,yes,5,3,5,1,5,5,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,11,12,GP,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,no,no,no,no,4,5,2,1,1,2,16
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,10,10,10,GP,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,15,16,GP,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,6,7,0,GP,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,5,1,5,1,1,4,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,14,14,14,GP,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,3,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,6,5,0,GP,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,no,yes,yes,no,3,4,5,2,4,2,0
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,15,16,GP,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,11,10,GP,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,8,7,0,GP,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,no,yes,yes,yes,4,3,5,1,1,3,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,11,9,GP,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,9,9,GP,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,4
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,13,13,11,GP,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,2
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,6,5,6,GP,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,no,yes,yes,no,4,3,4,1,4,4,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,8,9,GP,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,10
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,10,10,11,GP,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,2,3,1,1,2,4
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,8,8,GP,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10
Missing,M,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,12,13,12,GP,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,2
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,16,17,17,GP,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,0
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,yes,Missing,Missing,Missing,Missing,Missing,Missing,9,9,8,GP,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,56
Missing,F,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,no,Missing,Missing,Missing,Missing,Missing,Missing,12,13,12,GP,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,1,2,2,1,2,1,14
